source,target,type
23777,10,undirected
23777,53,undirected
23777,143,undirected
23777,144,undirected
23777,159,undirected
23777,1557,undirected
35968,17,undirected
35968,53,undirected
35968,169,undirected
35968,213,undirected
35968,1582,undirected
35968,1677,undirected
35968,2223,undirected
5682,79,undirected
5682,108,undirected
2618,11,undirected
34100,104,undirected
34100,238,undirected
34100,460,undirected
34100,737,undirected
34100,1211,undirected
34100,1255,undirected
34100,1551,undirected
34100,1696,undirected
34100,2884,undirected
41169,1696,undirected
41169,1840,undirected
18179,16,undirected
18179,135,undirected
18179,1143,undirected
18179,1373,undirected
658,29,undirected
658,1003,undirected
53199,64,undirected
53199,143,undirected
53199,2424,undirected
24997,23,undirected
24997,104,undirected
24997,681,undirected
24997,775,undirected
24997,894,undirected
24997,1169,undirected
11739,16,undirected
11739,17,undirected
11739,58,undirected
11739,139,undirected
11739,166,undirected
36702,10,undirected
36702,53,undirected
36702,143,undirected
36702,144,undirected
36702,159,undirected
36702,1557,undirected
37675,238,undirected
37675,1333,undirected
37675,1614,undirected
37675,1696,undirected
17265,111,undirected
34944,33,undirected
34944,104,undirected
34944,166,undirected
34944,460,undirected
34944,687,undirected
34944,737,undirected
34944,1255,undirected
34944,1551,undirected
34944,1696,undirected
34944,1840,undirected
27775,17,undirected
27775,166,undirected
27775,238,undirected
27775,681,undirected
27775,775,undirected
27775,963,undirected
27775,1415,undirected
27775,1416,undirected
30279,64,undirected
30279,144,undirected
21647,144,undirected
21647,145,undirected
73,33,undirected
73,113,undirected
73,460,undirected
73,787,undirected
187,67,undirected
50593,144,undirected
50593,719,undirected
1470,76,undirected
28,16,undirected
28,17,undirected
28,164,undirected
28,577,undirected
28,1175,undirected
15,16,undirected
15,139,undirected
15,717,undirected
15,1365,undirected
29803,238,undirected
29803,1254,undirected
29803,1333,undirected
29803,1696,undirected
58059,104,undirected
58059,145,undirected
58059,159,undirected
58059,1468,undirected
58059,1517,undirected
58059,2424,undirected
58059,2425,undirected
57559,140,undirected
57559,159,undirected
57559,1284,undirected
57559,1345,undirected
57559,1468,undirected
57559,1499,undirected
56609,17,undirected
7062,17,undirected
7062,104,undirected
7062,145,undirected
7062,166,undirected
7062,797,undirected
7062,2981,undirected
34437,777,undirected
35222,23,undirected
35222,104,undirected
35222,139,undirected
35222,148,undirected
35222,1121,undirected
35222,1800,undirected
6774,53,undirected
6774,169,undirected
6774,517,undirected
6774,757,undirected
6774,1619,undirected
427,10,undirected
427,16,undirected
427,34,undirected
427,134,undirected
427,135,undirected
2829,169,undirected
35848,1143,undirected
35848,1572,undirected
28297,29,undirected
28297,1003,undirected
28297,1365,undirected
4106,464,undirected
4106,761,undirected
4106,1553,undirected
48171,1284,undirected
48171,2249,undirected
532,55,undirected
532,2292,undirected
32995,53,undirected
32995,55,undirected
32995,166,undirected
32995,1284,undirected
32995,1586,undirected
32995,1587,undirected
48580,17,undirected
48580,58,undirected
48580,1333,undirected
48580,1554,undirected
55742,464,undirected
55742,1414,undirected
55742,1452,undirected
55742,1639,undirected
55742,1747,undirected
52976,17,undirected
52976,29,undirected
52976,148,undirected
52976,166,undirected
52976,795,undirected
52976,1261,undirected
52976,1584,undirected
52976,1697,undirected
52976,2018,undirected
13331,31,undirected
13331,62,undirected
13331,213,undirected
37786,238,undirected
37786,737,undirected
37786,1334,undirected
37786,1551,undirected
37786,1696,undirected
9289,23,undirected
9289,64,undirected
9289,76,undirected
9289,104,undirected
9289,144,undirected
9289,777,undirected
9289,1386,undirected
85,64,undirected
85,1366,undirected
3907,16,undirected
3907,153,undirected
31098,64,undirected
31098,777,undirected
31098,1493,undirected
31098,1632,undirected
3228,92,undirected
3228,2981,undirected
27947,73,undirected
27947,2174,undirected
1088,8,undirected
1088,143,undirected
1088,199,undirected
1088,351,undirected
1088,1990,undirected
790,33,undirected
790,160,undirected
790,1459,undirected
790,2956,undirected
2450,55,undirected
2450,142,undirected
12815,16,undirected
12815,52,undirected
114,717,undirected
24,16,undirected
24,64,undirected
24,82,undirected
24,92,undirected
24,108,undirected
24,315,undirected
14075,17,undirected
14075,53,undirected
14075,58,undirected
14075,143,undirected
14075,795,undirected
12031,111,undirected
12031,161,undirected
55153,1,undirected
55153,166,undirected
55153,238,undirected
55153,1211,undirected
55153,1284,undirected
55153,1416,undirected
55153,1430,undirected
55153,1583,undirected
55153,1635,undirected
55153,2074,undirected
36028,306,undirected
36028,1113,undirected
36028,1211,undirected
36028,1261,undirected
36028,1345,undirected
36028,1365,undirected
36028,1501,undirected
36028,1747,undirected
35075,159,undirected
35075,1344,undirected
20057,23,undirected
20057,464,undirected
20057,1233,undirected
3572,23,undirected
3572,143,undirected
3572,351,undirected
36563,145,undirected
36563,159,undirected
36563,1840,undirected
36563,2174,undirected
38201,109,undirected
957,111,undirected
957,161,undirected
780,1506,undirected
42249,143,undirected
42249,144,undirected
42249,159,undirected
42249,238,undirected
42249,539,undirected
42249,719,undirected
42249,1345,undirected
31339,211,undirected
31339,1113,undirected
31339,1553,undirected
54790,53,undirected
54790,159,undirected
54790,169,undirected
54790,460,undirected
54790,843,undirected
54790,1468,undirected
54790,1734,undirected
54790,2146,undirected
54118,104,undirected
30952,109,undirected
30952,159,undirected
30952,539,undirected
30952,1284,undirected
12113,29,undirected
12113,148,undirected
12113,166,undirected
12113,795,undirected
12113,1123,undirected
12113,1261,undirected
12113,1584,undirected
12113,1697,undirected
16782,229,undirected
16782,1143,undirected
2159,17,undirected
2159,143,undirected
2159,145,undirected
2159,159,undirected
2159,166,undirected
2159,211,undirected
1594,17,undirected
1594,147,undirected
934,61,undirected
934,64,undirected
934,315,undirected
14353,2912,undirected
14719,127,undirected
14719,415,undirected
14719,460,undirected
14719,719,undirected
14719,1337,undirected
14719,1365,undirected
14719,2135,undirected
249,62,undirected
249,76,undirected
38408,53,undirected
38408,76,undirected
38408,166,undirected
38408,757,undirected
38408,1143,undirected
38408,1365,undirected
2924,160,undirected
2924,2956,undirected
55855,17,undirected
55855,58,undirected
55855,306,undirected
55855,1468,undirected
54968,144,undirected
54968,843,undirected
54968,1211,undirected
54968,1414,undirected
54829,17,undirected
54829,53,undirected
54829,62,undirected
54829,169,undirected
54829,1430,undirected
54829,1556,undirected
51680,16,undirected
51680,238,undirected
51680,306,undirected
51680,1284,undirected
25517,17,undirected
25517,76,undirected
25517,315,undirected
38770,62,undirected
38770,76,undirected
38770,1003,undirected
5680,144,undirected
5680,145,undirected
5680,166,undirected
5680,211,undirected
5680,929,undirected
4985,17,undirected
10080,16,undirected
10080,31,undirected
34021,73,undirected
34021,2174,undirected
2158,17,undirected
2158,143,undirected
2158,147,undirected
6377,2981,undirected
41389,62,undirected
41389,415,undirected
41389,460,undirected
41389,1430,undirected
41389,1468,undirected
3014,8,undirected
3014,11,undirected
3014,99,undirected
3014,382,undirected
3014,1493,undirected
779,62,undirected
779,236,undirected
2471,55,undirected
2471,142,undirected
49828,64,undirected
49828,143,undirected
49828,2424,undirected
322,17,undirected
322,53,undirected
322,169,undirected
322,1765,undirected
35798,76,undirected
35798,245,undirected
35798,1003,undirected
35798,1430,undirected
30415,109,undirected
30415,1415,undirected
30415,1605,undirected
35082,104,undirected
35082,109,undirected
35082,144,undirected
37435,169,undirected
37435,464,undirected
37435,843,undirected
37435,1333,undirected
37435,1488,undirected
2605,92,undirected
2605,2981,undirected
795,111,undirected
31964,53,undirected
31964,143,undirected
31964,166,undirected
31964,1143,undirected
31964,1365,undirected
3588,16,undirected
3588,17,undirected
3588,53,undirected
3588,108,undirected
3588,3024,undirected
35507,101,undirected
35507,104,undirected
35507,238,undirected
35507,737,undirected
35507,882,undirected
35507,1468,undirected
35507,1551,undirected
35507,1696,undirected
35507,1707,undirected
42745,144,undirected
42745,797,undirected
42745,1337,undirected
42745,1416,undirected
42745,1581,undirected
42745,1585,undirected
22,10,undirected
22,16,undirected
22,139,undirected
52505,64,undirected
52505,144,undirected
52505,1412,undirected
52505,2146,undirected
52505,2185,undirected
52505,2684,undirected
6586,1,undirected
6586,76,undirected
6586,315,undirected
6586,1365,undirected
20371,113,undirected
20371,2896,undirected
31741,17,undirected
31741,143,undirected
31741,1430,undirected
569,29,undirected
569,351,undirected
569,1344,undirected
569,1378,undirected
569,1511,undirected
9513,1,undirected
9513,53,undirected
9513,76,undirected
9513,1365,undirected
1921,99,undirected
1921,177,undirected
48926,16,undirected
48926,53,undirected
48926,62,undirected
48926,213,undirected
48926,323,undirected
54918,143,undirected
54918,144,undirected
54918,159,undirected
54918,238,undirected
54918,539,undirected
54918,719,undirected
54918,1345,undirected
54724,17,undirected
54724,1211,undirected
54724,1365,undirected
54724,1416,undirected
54724,2074,undirected
53287,104,undirected
53287,2424,undirected
53287,2425,undirected
53287,2533,undirected
52093,245,undirected
34504,460,undirected
34504,1255,undirected
34504,1344,undirected
14175,64,undirected
14175,104,undirected
14175,1386,undirected
3604,17,undirected
3604,104,undirected
3604,145,undirected
3604,166,undirected
3604,797,undirected
3604,2981,undirected
6582,464,undirected
4087,108,undirected
4087,109,undirected
4087,127,undirected
4087,169,undirected
39534,58,undirected
39534,101,undirected
39534,144,undirected
39534,145,undirected
39534,213,undirected
39534,1554,undirected
40615,109,undirected
40615,213,undirected
40615,2511,undirected
15039,17,undirected
49889,143,undirected
49889,1003,undirected
49889,1211,undirected
49889,1337,undirected
49889,1542,undirected
49889,1635,undirected
49889,1680,undirected
49889,2071,undirected
49889,2146,undirected
49889,2236,undirected
49889,2592,undirected
400,64,undirected
400,123,undirected
32998,109,undirected
32998,143,undirected
32998,1626,undirected
50739,144,undirected
50739,166,undirected
50739,306,undirected
50739,1143,undirected
50739,1211,undirected
50739,1261,undirected
50739,1406,undirected
50739,2111,undirected
50739,2117,undirected
50739,2229,undirected
9941,23,undirected
9941,143,undirected
9941,577,undirected
36593,1415,undirected
36593,1500,undirected
36593,1522,undirected
4280,703,undirected
40956,143,undirected
40956,159,undirected
40956,1414,undirected
40956,1671,undirected
40956,2139,undirected
28881,109,undirected
28881,159,undirected
28881,539,undirected
28881,1284,undirected
28881,1345,undirected
23289,16,undirected
23289,61,undirected
23289,108,undirected
23289,238,undirected
23289,737,undirected
40046,18,undirected
40046,1416,undirected
40046,1551,undirected
40046,1614,undirected
40046,1696,undirected
40046,1983,undirected
1485,16,undirected
1485,127,undirected
1485,220,undirected
39575,166,undirected
39575,306,undirected
39575,1468,undirected
39575,1534,undirected
39575,1735,undirected
39575,1901,undirected
39575,2098,undirected
17909,23,undirected
17909,76,undirected
17909,104,undirected
17909,158,undirected
17909,306,undirected
17909,1261,undirected
890,123,undirected
890,1366,undirected
890,2817,undirected
849,104,undirected
849,113,undirected
849,352,undirected
849,460,undirected
48702,143,undirected
48702,1430,undirected
48702,1856,undirected
48702,2139,undirected
48702,2430,undirected
48548,144,undirected
48548,145,undirected
48548,159,undirected
48548,775,undirected
48548,1416,undirected
48548,1585,undirected
48548,1602,undirected
48548,1899,undirected
48548,1996,undirected
49784,111,undirected
49784,1797,undirected
9465,460,undirected
56175,104,undirected
56175,1582,undirected
56175,2088,undirected
56175,2424,undirected
55813,17,undirected
55813,1365,undirected
55813,2101,undirected
55813,2640,undirected
12403,64,undirected
12403,144,undirected
12403,315,undirected
10521,17,undirected
10521,76,undirected
10521,211,undirected
31478,104,undirected
31478,166,undirected
31478,460,undirected
31478,687,undirected
31478,1255,undirected
31478,1309,undirected
31478,1516,undirected
31478,1696,undirected
24921,64,undirected
32093,23,undirected
32093,53,undirected
32093,61,undirected
32093,104,undirected
32093,109,undirected
32093,143,undirected
32093,166,undirected
32093,795,undirected
32093,1254,undirected
11123,104,undirected
11123,113,undirected
11123,238,undirected
11123,460,undirected
48849,109,undirected
48849,1800,undirected
48849,2185,undirected
33489,539,undirected
33489,1143,undirected
33489,1261,undirected
48830,1500,undirected
2623,109,undirected
2623,169,undirected
2623,204,undirected
49785,16,undirected
49785,1284,undirected
12445,58,undirected
12445,108,undirected
388,16,undirected
388,64,undirected
388,82,undirected
388,711,undirected
267,577,undirected
23775,10,undirected
23775,53,undirected
23775,143,undirected
23775,144,undirected
23775,159,undirected
23775,1557,undirected
34745,16,undirected
34745,58,undirected
34745,104,undirected
34745,113,undirected
34745,238,undirected
34745,306,undirected
34745,737,undirected
29830,109,undirected
29830,464,undirected
19613,109,undirected
19613,159,undirected
19613,539,undirected
19613,1284,undirected
19613,1345,undirected
39195,166,undirected
39195,169,undirected
39195,230,undirected
39195,245,undirected
39195,843,undirected
39195,1143,undirected
39195,1287,undirected
39195,1373,undirected
39195,1488,undirected
39195,1992,undirected
39195,2229,undirected
40082,245,undirected
40082,1972,undirected
40082,2016,undirected
23293,73,undirected
23293,2174,undirected
43439,17,undirected
43439,33,undirected
43439,1211,undirected
43439,1365,undirected
43439,2185,undirected
33190,203,undirected
46352,143,undirected
46352,159,undirected
46352,1671,undirected
46352,2074,undirected
46352,2139,undirected
21185,111,undirected
28725,17,undirected
28725,53,undirected
28725,169,undirected
28725,1309,undirected
28725,1430,undirected
451,2,undirected
451,62,undirected
451,76,undirected
451,1003,undirected
966,55,undirected
253,16,undirected
253,23,undirected
253,64,undirected
9724,460,undirected
1172,153,undirected
53126,17,undirected
53126,166,undirected
53126,1211,undirected
53126,1416,undirected
53126,1444,undirected
53126,1696,undirected
53126,1902,undirected
31433,109,undirected
33280,777,undirected
12413,31,undirected
12413,62,undirected
39938,517,undirected
39938,577,undirected
14349,213,undirected
14349,539,undirected
2762,245,undirected
48896,1696,undirected
48896,1916,undirected
48896,2074,undirected
875,1584,undirected
15771,17,undirected
15771,159,undirected
15771,245,undirected
15771,2912,undirected
22319,751,undirected
22319,1283,undirected
22319,1365,undirected
16870,16,undirected
16870,1365,undirected
202,23,undirected
202,142,undirected
202,169,undirected
45055,144,undirected
45055,2074,undirected
42091,10,undirected
42091,53,undirected
42091,143,undirected
42091,144,undirected
42091,159,undirected
42091,1499,undirected
42091,1557,undirected
54839,166,undirected
54839,460,undirected
54839,517,undirected
54839,577,undirected
54839,1344,undirected
54839,1412,undirected
54839,1416,undirected
10029,1003,undirected
95,64,undirected
95,169,undirected
95,1260,undirected
34451,139,undirected
34451,143,undirected
34451,1143,undirected
34451,1365,undirected
34375,144,undirected
5310,23,undirected
5310,351,undirected
5310,460,undirected
5310,1097,undirected
2273,23,undirected
2273,64,undirected
97,42,undirected
97,123,undirected
97,717,undirected
4447,62,undirected
4447,65,undirected
4447,1157,undirected
3545,142,undirected
3545,169,undirected
49220,166,undirected
49220,238,undirected
49220,1345,undirected
49220,1416,undirected
49220,1551,undirected
49220,1696,undirected
570,23,undirected
570,469,undirected
552,127,undirected
552,169,undirected
49738,53,undirected
49738,144,undirected
49738,169,undirected
49738,517,undirected
49738,843,undirected
49738,1414,undirected
397,23,undirected
397,33,undirected
468,23,undirected
468,53,undirected
468,159,undirected
468,164,undirected
468,382,undirected
468,1003,undirected
52741,73,undirected
52741,143,undirected
52741,306,undirected
52741,1365,undirected
20431,92,undirected
20431,143,undirected
20431,159,undirected
9252,460,undirected
1425,29,undirected
1425,140,undirected
464,169,undirected
464,769,undirected
210,62,undirected
210,99,undirected
210,169,undirected
210,1430,undirected
1491,169,undirected
40814,1255,undirected
40814,1344,undirected
29787,61,undirected
29787,238,undirected
29787,306,undirected
29787,775,undirected
29787,777,undirected
29787,797,undirected
29787,1113,undirected
29787,1331,undirected
29787,1333,undirected
29787,1581,undirected
40935,166,undirected
40935,169,undirected
40935,230,undirected
40935,843,undirected
40935,1143,undirected
40935,1287,undirected
40935,1373,undirected
40935,1488,undirected
40935,1992,undirected
40935,2229,undirected
54112,62,undirected
54112,143,undirected
54112,1430,undirected
54112,1856,undirected
53747,245,undirected
53747,1956,undirected
52955,464,undirected
52955,1294,undirected
52955,1414,undirected
52955,1452,undirected
52955,1639,undirected
52955,1747,undirected
52305,17,undirected
52305,701,undirected
52305,1468,undirected
52305,2640,undirected
52305,2912,undirected
31733,92,undirected
31733,159,undirected
19111,23,undirected
19111,104,undirected
19111,775,undirected
80,64,undirected
80,1366,undirected
3782,703,undirected
41674,109,undirected
6033,169,undirected
1824,190,undirected
5005,464,undirected
35678,104,undirected
35678,109,undirected
35678,2147,undirected
30123,148,undirected
30123,415,undirected
30123,460,undirected
30123,777,undirected
30123,843,undirected
30123,1334,undirected
30123,1488,undirected
13203,577,undirected
13203,807,undirected
13203,1003,undirected
30727,17,undirected
30727,53,undirected
30727,169,undirected
30727,619,undirected
30727,1261,undirected
30727,1412,undirected
30727,1664,undirected
26,86,undirected
26,160,undirected
26,169,undirected
26,204,undirected
26,1459,undirected
56768,15,undirected
56768,140,undirected
56768,166,undirected
56768,323,undirected
56768,513,undirected
56768,1468,undirected
56768,2017,undirected
56768,2074,undirected
56768,2926,undirected
54900,17,undirected
54900,143,undirected
54900,159,undirected
54900,1734,undirected
53129,17,undirected
53129,1696,undirected
41461,238,undirected
41461,323,undirected
41461,1334,undirected
41461,1551,undirected
41461,1696,undirected
7588,53,undirected
7588,108,undirected
7588,166,undirected
7588,169,undirected
7588,1430,undirected
1887,104,undirected
1887,113,undirected
1887,211,undirected
1887,460,undirected
1887,657,undirected
21877,58,undirected
21877,415,undirected
21877,460,undirected
21877,1261,undirected
20815,113,undirected
1281,17,undirected
1281,169,undirected
1092,64,undirected
49776,144,undirected
49776,775,undirected
49776,1211,undirected
49776,1334,undirected
49776,1414,undirected
49776,1896,undirected
49776,2228,undirected
49776,2440,undirected
1279,269,undirected
42670,33,undirected
42670,323,undirected
42670,1211,undirected
42670,1416,undirected
42670,1587,undirected
35073,238,undirected
35073,392,undirected
35073,1254,undirected
35073,1333,undirected
35073,1614,undirected
35073,1696,undirected
28999,17,undirected
28999,143,undirected
28999,166,undirected
28999,203,undirected
28999,681,undirected
28999,1211,undirected
28999,1416,undirected
54714,104,undirected
54714,166,undirected
54714,775,undirected
54714,1211,undirected
54714,1365,undirected
54714,2146,undirected
54714,2228,undirected
54714,2424,undirected
54714,2425,undirected
19319,16,undirected
19319,64,undirected
19489,213,undirected
19489,539,undirected
19489,1143,undirected
19489,1261,undirected
29829,109,undirected
29829,464,undirected
38400,1500,undirected
93,64,undirected
93,142,undirected
93,143,undirected
93,757,undirected
93,1175,undirected
2508,79,undirected
2508,104,undirected
2508,108,undirected
2508,158,undirected
2508,306,undirected
2508,455,undirected
2508,777,undirected
8142,17,undirected
8142,757,undirected
8142,2135,undirected
29095,61,undirected
29095,238,undirected
29095,775,undirected
29095,1113,undirected
29095,1331,undirected
29095,2202,undirected
5630,53,undirected
5630,169,undirected
5630,517,undirected
5630,757,undirected
5630,3024,undirected
5231,16,undirected
5231,53,undirected
5231,213,undirected
1571,16,undirected
1571,52,undirected
1571,82,undirected
1571,711,undirected
39940,415,undirected
39940,460,undirected
39940,1365,undirected
39940,1840,undirected
3603,16,undirected
3603,230,undirected
3603,460,undirected
3603,517,undirected
3603,1365,undirected
3603,1507,undirected
3603,1516,undirected
47164,79,undirected
47164,166,undirected
47164,415,undirected
47164,460,undirected
47164,1333,undirected
47164,1444,undirected
47164,1590,undirected
47164,1815,undirected
47164,2117,undirected
17895,79,undirected
17895,92,undirected
530,55,undirected
530,2292,undirected
35198,1500,undirected
41497,17,undirected
39196,111,undirected
39196,1797,undirected
32673,29,undirected
32673,1003,undirected
32673,1418,undirected
32673,1548,undirected
32673,1549,undirected
32673,1550,undirected
51552,58,undirected
51552,1255,undirected
51552,1390,undirected
51552,1406,undirected
51552,1696,undirected
51552,2425,undirected
37924,1727,undirected
40906,16,undirected
40906,58,undirected
40906,1365,undirected
8795,113,undirected
8795,213,undirected
8795,238,undirected
8795,352,undirected
8795,460,undirected
8795,464,undirected
8795,685,undirected
740,55,undirected
740,2292,undirected
407,86,undirected
407,159,undirected
11001,113,undirected
11001,715,undirected
11001,1516,undirected
11001,1517,undirected
11001,2896,undirected
11887,92,undirected
11887,392,undirected
154,16,undirected
154,139,undirected
154,717,undirected
1818,29,undirected
1818,52,undirected
1818,1003,undirected
1818,1791,undirected
25015,109,undirected
38145,238,undirected
38145,1113,undirected
38145,1211,undirected
38145,1284,undirected
38145,1287,undirected
38145,1416,undirected
38145,1500,undirected
38145,1602,undirected
38145,2092,undirected
15809,64,undirected
15809,104,undirected
15809,144,undirected
15809,306,undirected
15809,460,undirected
15809,681,undirected
15809,777,undirected
15809,1386,undirected
7724,17,undirected
7724,53,undirected
7724,169,undirected
7724,315,undirected
7724,1365,undirected
4080,111,undirected
4080,161,undirected
43691,148,undirected
43691,1344,undirected
23249,10,undirected
23249,23,undirected
23249,28,undirected
23249,48,undirected
23249,104,undirected
23249,109,undirected
23249,230,undirected
23249,577,undirected
23249,1097,undirected
23249,1571,undirected
18153,104,undirected
18153,144,undirected
18153,145,undirected
1462,23,undirected
1462,109,undirected
1462,123,undirected
1462,159,undirected
709,111,undirected
534,7,undirected
534,16,undirected
534,153,undirected
534,717,undirected
479,62,undirected
479,210,undirected
479,717,undirected
353,1415,undirected
50273,159,undirected
50273,719,undirected
50273,1003,undirected
50273,1344,undirected
50586,64,undirected
50586,141,undirected
50586,238,undirected
50586,464,undirected
50586,513,undirected
50586,1823,undirected
50586,2074,undirected
50586,2146,undirected
50586,3001,undirected
51995,104,undirected
51995,2147,undirected
37442,53,undirected
37442,169,undirected
37442,459,undirected
37442,757,undirected
37442,1143,undirected
37442,1996,undirected
10357,48,undirected
10357,64,undirected
10357,104,undirected
10357,144,undirected
10357,166,undirected
10357,751,undirected
10218,29,undirected
10218,148,undirected
10218,166,undirected
10218,795,undirected
10218,1123,undirected
10218,1261,undirected
10218,1584,undirected
10218,1697,undirected
31637,79,undirected
31637,415,undirected
31637,460,undirected
31637,777,undirected
31637,1097,undirected
8311,1,undirected
8311,16,undirected
9074,58,undirected
9074,92,undirected
9074,717,undirected
9074,721,undirected
43523,143,undirected
43523,1003,undirected
43523,1211,undirected
43523,1337,undirected
43523,1585,undirected
43523,1635,undirected
43523,1671,undirected
43523,1680,undirected
43523,2071,undirected
43523,2146,undirected
43523,2592,undirected
38671,143,undirected
38671,159,undirected
38671,1414,undirected
38671,1671,undirected
38671,2139,undirected
2753,16,undirected
2753,513,undirected
8687,55,undirected
24893,92,undirected
24893,143,undirected
24893,159,undirected
24893,719,undirected
317,58,undirected
1293,99,undirected
1293,169,undirected
1293,1430,undirected
38619,238,undirected
38619,1551,undirected
38619,1696,undirected
5074,17,undirected
5074,1430,undirected
14741,104,undirected
14741,144,undirected
14741,145,undirected
14741,211,undirected
14741,929,undirected
8514,460,undirected
8514,874,undirected
8514,1358,undirected
42847,109,undirected
42847,1840,undirected
1211,23,undirected
1211,62,undirected
1211,143,undirected
1211,199,undirected
1211,351,undirected
1211,2981,undirected
49283,17,undirected
49283,53,undirected
49283,140,undirected
49283,166,undirected
49283,169,undirected
49283,843,undirected
49283,1886,undirected
516,16,undirected
516,139,undirected
516,211,undirected
22777,169,undirected
21339,53,undirected
21339,169,undirected
21339,459,undirected
21339,757,undirected
21339,1143,undirected
21339,1411,undirected
40620,33,undirected
40620,166,undirected
40620,460,undirected
40620,1344,undirected
40620,1582,undirected
40620,1800,undirected
40620,2074,undirected
57993,104,undirected
57993,777,undirected
57993,1582,undirected
57993,2370,undirected
57993,2424,undirected
51536,323,undirected
51536,1233,undirected
51536,1587,undirected
36094,104,undirected
36094,238,undirected
36094,737,undirected
36094,1551,undirected
36094,1696,undirected
19703,142,undirected
19703,715,undirected
19703,737,undirected
19703,1588,undirected
19703,1720,undirected
33899,23,undirected
33899,104,undirected
33899,1097,undirected
39619,539,undirected
39619,775,undirected
39619,1211,undirected
39619,1261,undirected
39619,2015,undirected
